"Date","sulfate","nitrate","ID"
"3301","2006-01-14",1.14,0.856,2
"3304","2006-01-17",1.15,0.353,2
"3307","2006-01-20",2.41,0.783,2
"3310","2006-01-23",1.81,0.795,2
"3313","2006-01-26",1.33,1.18,2
"3316","2006-01-29",1.56,0.348,2
"3322","2006-02-04",1.31,0.513,2
"3325","2006-02-07",1.23,2.28,2
"3328","2006-02-10",3.23,2.63,2
"3331","2006-02-13",2.74,2.43,2
"3334","2006-02-16",2.37,0.567,2
"3337","2006-02-19",3.03,3.74,2
"3340","2006-02-22",3.08,0.655,2
"3343","2006-02-25",2.2,1.28,2
"3346","2006-02-28",3.01,0.914,2
"3349","2006-03-03",4.69,3.89,2
"3352","2006-03-06",3.32,1.54,2
"3355","2006-03-09",4.08,0.488,2
"3358","2006-03-12",3.19,0.586,2
"3361","2006-03-15",1.84,0.811,2
"3364","2006-03-18",6.01,3.9,2
"3367","2006-03-21",2.28,0.901,2
"3370","2006-03-24",1.8,2.02,2
"3373","2006-03-27",4.29,0.862,2
"3376","2006-03-30",4.56,0.827,2
"3379","2006-04-02",6.14,0.758,2
"3382","2006-04-05",3.48,0.735,2
"3385","2006-04-08",3.32,0.454,2
"3388","2006-04-11",2.39,0.394,2
"3391","2006-04-14",3.25,0.813,2
"3394","2006-04-17",5.73,0.916,2
"3397","2006-04-20",4.23,0.772,2
"3400","2006-04-23",3.74,0.619,2
"3403","2006-04-26",6.84,0.794,2
"3406","2006-04-29",6.56,0.413,2
"3409","2006-05-02",5.37,0.706,2
"3412","2006-05-05",5.61,1.24,2
"3415","2006-05-08",9.15,1,2
"3418","2006-05-11",1.53,0.224,2
"3421","2006-05-14",1.79,0.386,2
"3427","2006-05-20",2.66,0.42,2
"3430","2006-05-23",6.14,0.887,2
"3433","2006-05-26",3.98,0.613,2
"3436","2006-05-29",9.78,0.841,2
"3439","2006-06-01",10.4,0.786,2
"3445","2006-06-07",4.55,0.645,2
"3448","2006-06-10",6.83,0.925,2
"3451","2006-06-13",12.5,0.471,2
"3454","2006-06-16",10.4,0.397,2
"3457","2006-06-19",5.48,0.501,2
"3460","2006-06-22",6.77,0.505,2
"3463","2006-06-25",6.52,0.423,2
"3466","2006-06-28",4.81,0.316,2
"3469","2006-07-01",7.67,0.542,2
"3472","2006-07-04",10.6,1.16,2
"3475","2006-07-07",8.05,0.276,2
"3478","2006-07-10",7.22,0.655,2
"3481","2006-07-13",2.83,0.416,2
"3484","2006-07-16",6.53,0.703,2
"3487","2006-07-19",10.7,0.804,2
"3490","2006-07-22",4.46,0.707,2
"3493","2006-07-25",3.68,0.378,2
"3496","2006-07-28",2.98,0.529,2
"3499","2006-07-31",6.52,0.475,2
"3502","2006-08-03",4.11,0.991,2
"3505","2006-08-06",5.28,0.476,2
"3508","2006-08-09",4.77,0.339,2
"3511","2006-08-12",6.7,0.419,2
"3514","2006-08-15",4.42,0.56,2
"3517","2006-08-18",12,0.471,2
"3520","2006-08-21",8.84,1.16,2
"3523","2006-08-24",17.9,0.829,2
"3526","2006-08-27",2.6,0.164,2
"3529","2006-08-30",3.37,0.447,2
"3532","2006-09-02",5.45,0.264,2
"3535","2006-09-05",8.09,0.602,2
"3538","2006-09-08",6.49,0.549,2
"3541","2006-09-11",10.5,0.271,2
"3544","2006-09-14",5.04,0.392,2
"3547","2006-09-17",9.61,0.868,2
"3550","2006-09-20",2.52,0.336,2
"3553","2006-09-23",4.14,0.29,2
"3556","2006-09-26",4.02,0.54,2
"3559","2006-09-29",0,0,2
"3565","2006-10-05",9.37,0.708,2
"3568","2006-10-08",3.47,0.516,2
"3571","2006-10-11",4.63,0.406,2
"3580","2006-10-20",2.81,0.779,2
"3583","2006-10-23",1.84,0.643,2
"3586","2006-10-26",2.59,0.631,2
"3589","2006-10-29",1.83,0.614,2
"3592","2006-11-01",2.96,0.884,2
"3595","2006-11-04",1.86,1.05,2
"3598","2006-11-07",1.88,0.361,2
"3601","2006-11-10",3.44,1.41,2
"3604","2006-11-13",4.22,1.14,2
"3607","2006-11-16",2.22,1.13,2
"3610","2006-11-19",6.48,6.09,2
"3613","2006-11-22",2.05,1.05,2
"3616","2006-11-25",4.12,1.09,2
"3619","2006-11-28",3.07,0.911,2
"3622","2006-12-01",1.35,0.558,2
"3628","2006-12-07",1.64,1.49,2
"3631","2006-12-10",2.38,1.4,2
"3634","2006-12-13",4.56,1.13,2
"3637","2006-12-16",6.5,1.76,2
"3640","2006-12-19",6.78,2.09,2
"3643","2006-12-22",1.59,0.865,2
"3649","2006-12-28",3.4,0.97,2
"3652","2006-12-31",1.27,0.406,2
"3655","2007-01-03",3.61,1.17,2
"3658","2007-01-06",3.79,1.2,2
"3664","2007-01-12",2.1,0.53,2
"3667","2007-01-15",1.79,0.484,2
"3670","2007-01-18",4.1,1.73,2
"3673","2007-01-21",1.6,1.07,2
"3676","2007-01-24",3.17,2.39,2
"3679","2007-01-27",2.65,2.39,2
"3682","2007-01-30",1.18,1.06,2
"3685","2007-02-02",3.65,3.5,2
"3688","2007-02-05",0.877,2.15,2
"3691","2007-02-08",2.66,6.38,2
"3694","2007-02-11",2.36,2.61,2
"3697","2007-02-14",4.01,1.38,2
"3700","2007-02-17",1.88,4.11,2
"3703","2007-02-20",1.9,0.604,2
"3706","2007-02-23",1.63,0.602,2
"3709","2007-02-26",1.66,0.646,2
"3712","2007-03-01",3.16,0.592,2
"3715","2007-03-04",1.48,0.605,2
"3721","2007-03-10",8.53,1.17,2
"3724","2007-03-13",6.16,1,2
"3727","2007-03-16",2.85,2.05,2
"3730","2007-03-19",2.79,0.546,2
"3733","2007-03-22",2.1,0.565,2
"3736","2007-03-25",5.19,1.27,2
"3739","2007-03-28",5.32,0.791,2
"3742","2007-03-31",5.81,0.604,2
"3745","2007-04-03",6.31,0.929,2
"3748","2007-04-06",4.55,1.79,2
"3751","2007-04-09",1.97,0.717,2
"3754","2007-04-12",1.56,0.21,2
"3757","2007-04-15",2.8,0.182,2
"3760","2007-04-18",5.07,1.04,2
"3763","2007-04-21",11.1,1.12,2
"3766","2007-04-24",2.66,0.757,2
"3769","2007-04-27",2.14,0.331,2
"3772","2007-04-30",4.92,0.967,2
"3775","2007-05-03",7.46,0.672,2
"3778","2007-05-06",11.5,0.826,2
"3781","2007-05-09",4.33,0.723,2
"3784","2007-05-12",6.56,0.994,2
"3787","2007-05-15",5.32,0.795,2
"3790","2007-05-18",3.34,0.468,2
"3793","2007-05-21",10.8,1.01,2
"3796","2007-05-24",3.86,0.576,2
"3799","2007-05-27",6.19,0.74,2
"3802","2007-05-30",8.84,1.06,2
"3805","2007-06-02",11.3,0.874,2
"3808","2007-06-05",2.14,0.369,2
"3811","2007-06-08",2.36,0.6,2
"3814","2007-06-11",7.89,0.441,2
"3817","2007-06-14",7.22,0.465,2
"3820","2007-06-17",6.57,0.31,2
"3823","2007-06-20",2.51,0.377,2
"3826","2007-06-23",8.31,0.588,2
"3829","2007-06-26",5.4,0.696,2
"3832","2007-06-29",7.93,0.589,2
"3835","2007-07-02",4.24,0.336,2
"3838","2007-07-05",5.34,0.42,2
"3841","2007-07-08",6.98,0.468,2
"3844","2007-07-11",3.51,0.226,2
"3847","2007-07-14",4.3,0.859,2
"3850","2007-07-17",4.34,0.651,2
"3853","2007-07-20",2.73,0.341,2
"3856","2007-07-23",5.71,0.293,2
"3859","2007-07-26",5.7,0.49,2
"3862","2007-07-29",3.24,0.276,2
"3865","2007-08-01",8.19,0.241,2
"3868","2007-08-04",18.8,0.708,2
"3871","2007-08-07",5.33,0.327,2
"3874","2007-08-10",4.86,0.57,2
"3877","2007-08-13",11.2,0.301,2
"3880","2007-08-16",8.43,0.467,2
"3883","2007-08-19",6.56,0.357,2
"3886","2007-08-22",11.3,1.08,2
"3892","2007-08-28",6.12,0.415,2
"3895","2007-08-31",9.47,1.22,2
"3898","2007-09-03",27.9,1.32,2
"3901","2007-09-06",8.16,0.326,2
"3904","2007-09-09",4.72,0.333,2
"3907","2007-09-12",11.5,1.72,2
"3913","2007-09-18",6.32,0.577,2
"3916","2007-09-21",4.3,0.321,2
"3919","2007-09-24",2.65,0.234,2
"3922","2007-09-27",7.82,0.483,2
"3925","2007-09-30",3.5,0.202,2
"3928","2007-10-03",3.57,0.533,2
"3931","2007-10-06",4.78,0.347,2
"3934","2007-10-09",3.88,0.451,2
"3938","2007-10-13",4.36,0.648,2
"3940","2007-10-15",4.76,0.279,2
"3946","2007-10-21",2.39,0.462,2
"3949","2007-10-24",0.769,0.63,2
"3952","2007-10-27",2.85,0.963,2
"3955","2007-10-30",3.25,0.902,2
"3958","2007-11-02",6.56,1.27,2
"3961","2007-11-05",6.1,0.772,2
"3967","2007-11-11",3.9,1.43,2
"3970","2007-11-14",5.48,1.05,2
"3973","2007-11-17",2.4,0.795,2
"3976","2007-11-20",4.03,0.702,2
"3979","2007-11-23",2.16,1.07,2
"3982","2007-11-26",1.32,0.186,2
"3985","2007-11-29",2.85,1.26,2
"3988","2007-12-02",4.62,0.537,2
"3991","2007-12-05",1.76,1.23,2
"3994","2007-12-08",6.25,0.74,2
"3997","2007-12-11",2.74,0.598,2
"4003","2007-12-17",1.56,0.959,2
"4006","2007-12-20",3.02,1.5,2
"4009","2007-12-23",1.39,0.333,2
"4015","2007-12-29",1.78,1.58,2
"4018","2008-01-01",0.775,0.541,2
"4021","2008-01-04",1.82,1.4,2
"4024","2008-01-07",1.71,0.642,2
"4027","2008-01-10",2.39,0.344,2
"4036","2008-01-19",1.21,1.84,2
"4039","2008-01-22",2.7,1.16,2
"4042","2008-01-25",2.08,3.85,2
"4048","2008-01-31",1.46,0.803,2
"4051","2008-02-03",2.18,1.05,2
"4054","2008-02-06",1.7,0.234,2
"4057","2008-02-09",1.2,0.779,2
"4060","2008-02-12",1.21,0.428,2
"4063","2008-02-15",3.21,1.17,2
"4066","2008-02-18",1.56,0.291,2
"4069","2008-02-21",1.39,1.09,2
"4072","2008-02-24",4.8,2.75,2
"4075","2008-02-27",1.56,0.913,2
"4078","2008-03-01",2.72,1.51,2
"4084","2008-03-07",3.67,1.7,2
"4090","2008-03-13",2.34,0.823,2
"4093","2008-03-16",4.59,0.517,2
"4096","2008-03-19",2.31,0.288,2
"4099","2008-03-22",4.33,0.72,2
"4102","2008-03-25",3.72,1.13,2
"4105","2008-03-28",6.68,0.658,2
"4108","2008-03-31",5.51,0.35,2
"4114","2008-04-06",6.8,1.2,2
"4116","2008-04-08",4.48,0.301,2
"4120","2008-04-12",1.38,0.226,2
"4123","2008-04-15",4.74,1.42,2
"4126","2008-04-18",2.75,0.687,2
"4129","2008-04-21",5.34,0.834,2
"4132","2008-04-24",2.95,0.517,2
"4135","2008-04-27",2.49,0.69,2
"4138","2008-04-30",2.66,0.718,2
"4141","2008-05-03",1.8,0.314,2
"4144","2008-05-06",5.12,0.75,2
"4147","2008-05-09",2.17,0.727,2
"4150","2008-05-12",1.84,0.31,2
"4153","2008-05-15",2.82,0.459,2
"4156","2008-05-18",2.61,0.361,2
"4159","2008-05-21",5.31,0.483,2
"4165","2008-05-27",3.48,0.51,2
"4168","2008-05-30",7.78,0.499,2
"4171","2008-06-02",4.22,0.506,2
"4174","2008-06-05",2.52,0.28,2
"4177","2008-06-08",3.71,0.417,2
"4180","2008-06-11",5.81,0.696,2
"4183","2008-06-14",2.02,0.369,2
"4186","2008-06-17",2.79,0.271,2
"4189","2008-06-20",5.6,0.666,2
"4192","2008-06-23",4.75,0.516,2
"4195","2008-06-26",2.42,0.42,2
"4198","2008-06-29",1.96,0.38,2
"4201","2008-07-02",4.65,0.467,2
"4204","2008-07-05",2.72,0.749,2
"4207","2008-07-08",4.18,0.363,2
"4210","2008-07-11",3.65,0.364,2
"4213","2008-07-14",2.32,0.205,2
"4216","2008-07-17",12.6,0.545,2
"4219","2008-07-20",11,0.414,2
"4222","2008-07-23",3.27,0.499,2
"4225","2008-07-26",1.82,0.427,2
"4228","2008-07-29",4.37,0.528,2
"4231","2008-08-01",4.2,0.348,2
"4234","2008-08-04",3.17,0.359,2
"4237","2008-08-07",1.96,0.301,2
"4240","2008-08-10",4.53,0.301,2
"4243","2008-08-13",7.65,0.743,2
"4246","2008-08-16",9.16,0.495,2
"4249","2008-08-19",11,0.378,2
"4252","2008-08-22",6.32,0.389,2
"4258","2008-08-28",11.7,0.519,2
"4261","2008-08-31",7.56,0.414,2
"4264","2008-09-03",5.79,0.302,2
"4267","2008-09-06",4.71,0.245,2
"4270","2008-09-09",4.31,0.345,2
"4273","2008-09-12",3.13,0.516,2
"4276","2008-09-15",2.59,0.194,2
"4279","2008-09-18",7.99,1.39,2
"4282","2008-09-21",4.82,0.578,2
"4288","2008-09-27",4.24,0.385,2
"4291","2008-09-30",6.26,0.443,2
"4294","2008-10-03",3.87,0.881,2
"4297","2008-10-06",6.75,0.544,2
"4300","2008-10-09",2.92,0.716,2
"4303","2008-10-12",2.27,0.314,2
"4306","2008-10-15",4.99,0.668,2
"4309","2008-10-18",3.26,1.05,2
"4312","2008-10-21",6.58,0.868,2
"4318","2008-10-27",0.858,0.151,2
"4321","2008-10-30",4.03,1.34,2
"4324","2008-11-02",6.52,1.23,2
"4327","2008-11-05",4.11,1.06,2
"4330","2008-11-08",0.718,0.388,2
"4333","2008-11-11",3.33,0.709,2
"4336","2008-11-14",5.27,0.998,2
"4339","2008-11-17",1.55,0.767,2
"4342","2008-11-20",2.87,2.58,2
"4351","2008-11-29",5.44,1.79,2
"4354","2008-12-02",1.96,1.33,2
"4357","2008-12-05",1.89,4.38,2
"4360","2008-12-08",1.85,1.32,2
"4363","2008-12-11",0.725,0.275,2
"4366","2008-12-14",2.22,0.477,2
"4369","2008-12-17",2.75,0.54,2
"4372","2008-12-20",3.15,0.516,2
"4375","2008-12-23",1.75,1.09,2
"4378","2008-12-26",2.67,0.371,2
"4381","2008-12-29",1.05,0.497,2
"4384","2009-01-01",1.33,0.622,2
"4387","2009-01-04",1.87,0.719,2
"4390","2009-01-07",0.764,0.571,2
"4393","2009-01-10",2.42,0.603,2
"4396","2009-01-13",2.61,1.51,2
"4399","2009-01-16",1.28,2.31,2
"4402","2009-01-19",1.72,0.907,2
"4405","2009-01-22",3,2.23,2
"4408","2009-01-25",5.22,5.84,2
"4414","2009-01-31",1.96,1.24,2
"4417","2009-02-03",0.828,0.67,2
"4420","2009-02-06",1.3,0.877,2
"4423","2009-02-09",2.65,0.676,2
"4426","2009-02-12",1.1,0.381,2
"4429","2009-02-15",4.47,3.01,2
"4432","2009-02-18",3.69,0.506,2
"4435","2009-02-21",1.34,0.926,2
"4438","2009-02-24",2.62,1.53,2
"4441","2009-02-27",1.37,0.414,2
"4444","2009-03-02",2.2,2.18,2
"4447","2009-03-05",2.68,0.909,2
"4450","2009-03-08",3.03,0.751,2
"4453","2009-03-11",1.79,0.665,2
"4456","2009-03-14",2.32,0.741,2
"4459","2009-03-17",5.28,0.775,2
"4462","2009-03-20",1.6,0.511,2
"4465","2009-03-23",3,0.657,2
"4468","2009-03-26",1.67,0.365,2
"4471","2009-03-29",1.55,0.186,2
"4474","2009-04-01",1.71,0.517,2
"4477","2009-04-04",3.73,0.52,2
"4480","2009-04-07",1.43,0.517,2
"4483","2009-04-10",2.71,0.593,2
"4489","2009-04-16",5.11,0.879,2
"4492","2009-04-19",2.07,0.556,2
"4495","2009-04-22",1.75,0.42,2
"4498","2009-04-25",2.34,0.467,2
"4501","2009-04-28",2.46,0.686,2
"4507","2009-05-04",1.86,0.457,2
"4510","2009-05-07",3.3,0.827,2
"4513","2009-05-10",2.58,0.686,2
"4516","2009-05-13",4.65,0.405,2
"4519","2009-05-16",1.76,0.319,2
"4522","2009-05-19",2.18,0.333,2
"4525","2009-05-22",2.69,0.428,2
"4528","2009-05-25",1.43,0.147,2
"4531","2009-05-28",2.56,0.225,2
"4534","2009-05-31",2.48,0.292,2
"4537","2009-06-03",4.77,0.698,2
"4540","2009-06-06",5.02,0.768,2
"4543","2009-06-09",4.26,0.414,2
"4549","2009-06-15",4.33,0.418,2
"4552","2009-06-18",4.56,0.423,2
"4558","2009-06-24",5.38,0.182,2
"4561","2009-06-27",8.32,0.41,2
"4564","2009-06-30",1.68,0.214,2
"4567","2009-07-03",2.57,0.252,2
"4570","2009-07-06",4.03,0.405,2
"4573","2009-07-09",5.3,0.397,2
"4576","2009-07-12",3.21,0.197,2
"4579","2009-07-15",5.71,0.297,2
"4582","2009-07-18",2.39,0.173,2
"4585","2009-07-21",4.01,0.377,2
"4594","2009-07-30",1.91,0.393,2
"4597","2009-08-02",1.53,0.248,2
"4603","2009-08-08",4.56,0.381,2
"4606","2009-08-11",2.28,0.361,2
"4609","2009-08-14",7.09,0.35,2
"4612","2009-08-17",1.53,0.341,2
"4615","2009-08-20",2.03,0.209,2
"4618","2009-08-23",2.25,0.136,2
"4621","2009-08-26",4.1,0.363,2
"4624","2009-08-29",3.71,0.581,2
"4627","2009-09-01",5.03,0.344,2
"4630","2009-09-04",5.38,0.48,2
"4633","2009-09-07",6.5,0.355,2
"4636","2009-09-10",5.39,0.389,2
"4639","2009-09-13",6.23,0.459,2
"4642","2009-09-16",1.97,0.162,2
"4645","2009-09-19",1.3,0.134,2
"4648","2009-09-22",4.52,0.246,2
"4651","2009-09-25",2.11,0.38,2
"4654","2009-09-28",2.3,0.19,2
"4657","2009-10-01",2.46,0.382,2
"4660","2009-10-04",1.96,0.316,2
"4663","2009-10-07",1.3,0.175,2
"4666","2009-10-10",1.32,0.233,2
"4669","2009-10-13",3.51,0.334,2
"4672","2009-10-16",1.76,0.153,2
"4675","2009-10-19",2.46,0.615,2
"4679","2009-10-23",1.02,0.227,2
"4681","2009-10-25",1.54,0.349,2
"4684","2009-10-28",3.61,0.487,2
"4687","2009-10-31",0.692,0.217,2
"4690","2009-11-03",2.56,0.533,2
"4693","2009-11-06",2.04,0.562,2
"4696","2009-11-09",3.36,0.56,2
"4699","2009-11-12",0.954,0.225,2
"4702","2009-11-15",3.91,1.25,2
"4705","2009-11-18",1.56,0.619,2
"4708","2009-11-21",2.88,0.842,2
"4711","2009-11-24",3,0.454,2
"4714","2009-11-27",0.916,0.424,2
"4717","2009-11-30",2.45,1.25,2
"4720","2009-12-03",3.27,1.95,2
"4723","2009-12-06",2.98,2.1,2
"4726","2009-12-09",2.14,0.373,2
"4729","2009-12-12",0.879,0.952,2
"4732","2009-12-15",3.59,1.74,2
"4735","2009-12-18",1.11,0.665,2
"4738","2009-12-21",3.23,2.55,2
"4741","2009-12-24",2.57,0.485,2
"4744","2009-12-27",0.996,0.356,2
"4747","2009-12-30",2.26,0.804,2
"4750","2010-01-02",1.57,1.55,2
"4753","2010-01-05",1.22,2.3,2
"4762","2010-01-14",3.86,3.5,2
"4765","2010-01-17",0.852,0.465,2
"4768","2010-01-20",2.03,0.427,2
"4771","2010-01-23",3.66,1.02,2
"4774","2010-01-26",0.876,0.186,2
"4777","2010-01-29",2.31,1.93,2
"4780","2010-02-01",3.25,1.03,2
"4783","2010-02-04",4.02,1.98,2
"4786","2010-02-07",6.21,1.15,2
"4789","2010-02-10",3.52,1.86,2
"4792","2010-02-13",2.29,2.28,2
"4795","2010-02-16",1.83,0.905,2
"4798","2010-02-19",1.44,1.08,2
"4801","2010-02-22",1.45,0.821,2
"4804","2010-02-25",2.4,0.894,2
"4807","2010-02-28",1.32,1.64,2
"4810","2010-03-03",4.48,1.81,2
"4813","2010-03-06",1.53,1.81,2
"4816","2010-03-09",2.13,0.593,2
"4819","2010-03-12",1.23,0.203,2
"4822","2010-03-15",2.71,0.199,2
"4825","2010-03-18",4.38,2.84,2
"4828","2010-03-21",1.97,0.279,2
"4831","2010-03-24",5.2,0.97,2
"4834","2010-03-27",2.62,0.698,2
"4837","2010-03-30",3.04,0.502,2
"4843","2010-04-05",3.96,0.518,2
"4846","2010-04-08",1.77,0.192,2
"4849","2010-04-11",3.09,0.889,2
"4852","2010-04-14",4.09,0.878,2
"4855","2010-04-17",4.66,0.711,2
"4858","2010-04-20",2.4,0.707,2
"4861","2010-04-23",3.61,0.723,2
"4864","2010-04-26",1.55,0.211,2
"4867","2010-04-29",2.52,0.418,2
"4870","2010-05-02",2.72,0.47,2
"4873","2010-05-05",2.6,0.646,2
"4876","2010-05-08",2.67,0.205,2
"4879","2010-05-11",3.57,0.524,2
"5402","2001-10-16",0.77,0.156,3
"5414","2001-10-28",2.26,0.812,3
"5426","2001-11-09",7.22,2.35,3
"5432","2001-11-15",4.06,1.1,3
"5438","2001-11-21",1.38,1.17,3
"5456","2001-12-09",5.22,3.76,3
"5468","2001-12-21",0.859,0.431,3
"5474","2001-12-27",0.887,1.08,3
"5480","2002-01-02",3.92,3.97,3
"5492","2002-01-14",1.49,0.374,3
"5498","2002-01-20",5.56,0.809,3
"5504","2002-01-26",2,1.12,3
"5510","2002-02-01",2.14,0.719,3
"5516","2002-02-07",2.95,0.46,3
"5522","2002-02-13",1.71,0.763,3
"5528","2002-02-19",2.45,1.02,3
"5534","2002-02-25",4.33,0.295,3
"5540","2002-03-03",2.01,0.994,3
"5546","2002-03-09",2.14,0.566,3
"5552","2002-03-15",4.86,0.385,3
"5558","2002-03-21",6.22,1.22,3
"5564","2002-03-27",7.82,0.344,3
"5570","2002-04-02",3.31,0.287,3
"5576","2002-04-08",4.64,0.49,3
"5582","2002-04-14",3.49,0.355,3
"5588","2002-04-20",5.31,0.483,3
"5594","2002-04-26",2.03,1.38,3
"5600","2002-05-02",5.91,1.02,3
"5606","2002-05-08",5.54,0.564,3
"5612","2002-05-14",3.24,0.305,3
"5618","2002-05-20",4.07,0.287,3
"5624","2002-05-26",3.5,0.503,3
"5630","2002-06-01",2.44,0.195,3
"5636","2002-06-07",10.3,0.704,3
"5648","2002-06-19",4.65,0.213,3
"5654","2002-06-25",4.14,0.236,3
"5672","2002-07-13",3.35,0.239,3
"5678","2002-07-19",2.31,0.406,3
"5684","2002-07-25",3.73,0.487,3
"5690","2002-07-31",1.89,0.23,3
"5696","2002-08-06",9.71,0.249,3
"5720","2002-08-30",5.94,0.334,3
"5726","2002-09-05",11.7,0.429,3
"5732","2002-09-11",20.4,0.341,3
"5738","2002-09-17",9.49,0.584,3
"5744","2002-09-23",7.84,0.264,3
"5750","2002-09-29",7.54,0.358,3
"5756","2002-10-05",4.23,0.594,3
"5762","2002-10-11",4.5,0.366,3
"5768","2002-10-17",2.74,0.603,3
"5780","2002-10-29",2.82,0.72,3
"5792","2002-11-10",3.66,0.479,3
"5798","2002-11-16",4.02,0.661,3
"5804","2002-11-22",2.71,1.38,3
"5810","2002-11-28",3.2,2.83,3
"5816","2002-12-04",3.33,2.14,3
"5822","2002-12-10",1.91,1.97,3
"5828","2002-12-16",3.04,0.636,3
"5846","2003-01-03",4.17,0.267,3
"5852","2003-01-09",3.64,0.835,3
"5858","2003-01-15",1.72,4.06,3
"5864","2003-01-21",2.67,1.95,3
"5870","2003-01-27",2.29,2.96,3
"5876","2003-02-02",4.52,1.04,3
"5888","2003-02-14",3.63,0.686,3
"5900","2003-02-26",3.85,3.82,3
"5912","2003-03-10",2.96,2.88,3
"5918","2003-03-16",7.26,0.478,3
"5924","2003-03-22",3.5,1.69,3
"5930","2003-03-28",3.06,0.404,3
"5936","2003-04-03",4.64,0.424,3
"5942","2003-04-09",5.71,0.849,3
"5948","2003-04-15",5.56,0.509,3
"5954","2003-04-21",2.67,0.389,3
"5960","2003-04-27",11.2,0.793,3
"5966","2003-05-03",3.82,0.514,3
"5972","2003-05-09",6.98,0.507,3
"5978","2003-05-15",3.44,0.617,3
"5984","2003-05-21",2.37,0.361,3
"5990","2003-05-27",6.82,0.4,3
"6002","2003-06-08",5.78,0.234,3
"6008","2003-06-14",1.22,0.159,3
"6014","2003-06-20",7.02,0.368,3
"6020","2003-06-26",8.24,0.158,3
"6026","2003-07-02",2.13,0.174,3
"6038","2003-07-14",3.19,0.267,3
"6050","2003-07-26",7.25,0.274,3
"6056","2003-08-01",3.1,0.34,3
"6062","2003-08-07",8.7,0.216,3
"6068","2003-08-13",1.29,0.173,3
"6074","2003-08-19",4.84,0.281,3
"6080","2003-08-25",13.5,0.278,3
"6086","2003-08-31",1.9,0.333,3
"6092","2003-09-06",9.17,0.335,3
"6098","2003-09-12",7.31,0.392,3
"6104","2003-09-18",9.75,0.448,3
"6110","2003-09-24",3.3,0.397,3
"6122","2003-10-06",5.64,1.18,3
"6128","2003-10-12",2.99,0.26,3
"6134","2003-10-18",4.04,1.71,3
"6140","2003-10-24",2.97,0.651,3
"6146","2003-10-30",2.49,0.331,3
"6152","2003-11-05",2.75,0.457,3
"6158","2003-11-11",1.92,0.547,3
"6170","2003-11-23",3.15,0.441,3
"6176","2003-11-29",0.916,0.614,3
"6182","2003-12-05",2.97,0.389,3
"6188","2003-12-11",2.65,0.229,3
"6194","2003-12-17",1.46,0.54,3
"6200","2003-12-23",1.97,0.381,3
"6206","2003-12-29",1.63,0.456,3
"6212","2004-01-04",3.76,0.724,3
"6218","2004-01-10",6.21,1.68,3
"6224","2004-01-16",2.46,2.15,3
"6230","2004-01-22",2.04,2.23,3
"6236","2004-01-28",1.89,1.51,3
"6242","2004-02-03",2.36,3.25,3
"6248","2004-02-09",3.41,0.48,3
"6254","2004-02-15",2.5,1.91,3
"6260","2004-02-21",3.62,3.57,3
"6266","2004-02-27",3.38,1.1,3
"6272","2004-03-04",1.73,0.96,3
"6278","2004-03-10",3.45,0.76,3
"6284","2004-03-16",3.2,0.291,3
"6290","2004-03-22",2.53,1.16,3
"6302","2004-04-03",2.72,0.684,3
"6308","2004-04-09",3.1,0.769,3
"6314","2004-04-15",3.21,0.455,3
"6338","2004-05-09",6.37,0.302,3
"6344","2004-05-15",3.59,0.71,3
"6350","2004-05-21",4.64,0.484,3
"6380","2004-06-20",10.5,0.322,3
"6386","2004-06-26",0.958,0.129,3
"6392","2004-07-02",1.81,0.206,3
"6398","2004-07-08",1.75,0.19,3
"6404","2004-07-14",2.58,0.274,3
"6410","2004-07-20",18,0.199,3
"6422","2004-08-01",3.25,0.218,3
"6428","2004-08-07",7.02,0.198,3
"6434","2004-08-13",4.77,0.194,3
"6440","2004-08-19",10.5,0.232,3
"6446","2004-08-25",4.4,0.33,3
"6452","2004-08-31",11.5,0.393,3
"6458","2004-09-06",5.58,0.223,3
"6464","2004-09-12",8.38,0.208,3
"6470","2004-09-18",3.75,0.323,3
"6476","2004-09-24",7.96,0.575,3
"6488","2004-10-06",4.28,0.343,3
"6494","2004-10-12",2.8,0.124,3
"6500","2004-10-18",2.55,0.173,3
"6506","2004-10-24",1.54,0.113,3
"6512","2004-10-30",7.94,0.288,3
"6518","2004-11-05",1.79,0.486,3
"6524","2004-11-11",2.24,0.207,3
"6530","2004-11-17",3.91,0.644,3
"6536","2004-11-23",1.99,0.145,3
"6542","2004-11-29",1.88,0.313,3
"6548","2004-12-05",2.06,0.331,3
"6554","2004-12-11",2.39,0.522,3
"6560","2004-12-17",1.74,0.917,3
"6566","2004-12-23",2.2,0.59,3
"6572","2004-12-29",2.88,0.446,3
"6578","2005-01-04",3.16,0.29,3
"6584","2005-01-10",5.02,0.405,3
"6585","2005-01-11",3.17,3.41,3
"6596","2005-01-22",3.75,1.48,3
"6608","2005-02-03",3.04,0.735,3
"6614","2005-02-09",5.22,0.355,3
"6620","2005-02-15",3.27,0.302,3
"6626","2005-02-21",5.8,0.561,3
"6632","2005-02-27",4.18,0.676,3
"6638","2005-03-05",1.74,0.362,3
"6644","2005-03-11",1.06,0.216,3
"6650","2005-03-17",3.54,1.5,3
"6656","2005-03-23",1.55,0.202,3
"6662","2005-03-29",2.35,0.485,3
"6668","2005-04-04",2.16,0.252,3
"6674","2005-04-10",5.07,0.158,3
